Method;Speaker;Microphone;Frequency in Hz;EDT in s;RT10 in s;RT20 in s;RT30 in s;RT60 in s;C50 in dB;C80 in dB;D50;D80
MLS;1;7;400;NaN;0.109642503;NaN;NaN;NaN;6.682337143;10.36859027;0.82327057;0.915865756
MLS;1;7;500;0.099710605;0.111428956;0.190267592;NaN;0.570802777;2.818888602;6.704114384;0.656801555;0.823998963
MLS;1;7;630;0.074617352;0.106332662;0.231840387;NaN;0.695521161;4.440554478;8.979410433;0.735454507;0.887712528
MLS;1;7;800;0.109150946;0.082636703;0.221906986;NaN;0.665720958;2.619153834;6.221597487;0.646361207;0.807302332
MLS;1;7;1000;0.114049832;0.124604253;NaN;NaN;NaN;3.787457295;7.753542221;0.705181285;0.856352422
MLS;1;7;1250;0.123565048;0.109470749;0.238937381;NaN;0.716812142;1.78172264;4.245029824;0.601149453;0.72660279
MLS;1;7;1600;0.09891176;0.124929397;0.339742018;NaN;1.019226055;3.414580016;6.567401012;0.687022578;0.819387013
MLS;1;7;2000;0.103048823;NaN;0.275615831;NaN;0.826847492;2.616277014;6.818625027;0.646209779;0.827790228
MLS;1;7;2500;0.118825623;0.110948741;0.257335979;NaN;0.772007938;2.676392609;5.491854549;0.649367961;0.779807725
MLS;1;7;3150;0.117597938;0.12492003;0.24146678;NaN;0.724400339;2.330516404;5.562779411;0.631026081;0.782599074
MLS;1;7;4000;0.114824859;0.116932077;0.261294789;NaN;0.783884366;2.356381617;6.177619945;0.632411671;0.805722143
MLS;1;7;5000;0.109467935;0.122174128;0.301315904;NaN;0.903947711;3.939759842;7.18556776;0.712419321;0.839503448
MLS;1;7;6300;0.104678993;0.106123022;NaN;NaN;NaN;3.637534887;6.898455993;0.697953892;0.830394846
MLS;1;7;8000;0.080347514;0.090832801;NaN;NaN;NaN;4.807157508;9.304478851;0.751548655;0.894959778
MLS;1;7;10000;0.069503294;0.085657726;NaN;NaN;NaN;6.366297209;10.90587086;0.812432508;0.924921148
MLS;1;7;12500;0.060679383;0.087012513;NaN;NaN;NaN;7.7102061;11.67562056;0.855120566;0.936339329
MLS;1;7;16000;0.066010595;NaN;NaN;NaN;NaN;7.387282044;10.56684547;0.845663279;0.919317221
MLS;1;7;20000;NaN;NaN;NaN;NaN;NaN;5.293781419;7.271948265;0.771876642;0.842165292
MLS;1;8;50;NaN;2.508236356;NaN;NaN;NaN;-3.068922513;-1.860246996;0.33034048;0.394523343
MLS;1;8;63;NaN;NaN;NaN;NaN;NaN;-3.586566204;-2.201938153;0.304525951;0.37589354
MLS;1;8;80;2.899103936;NaN;NaN;NaN;NaN;-11.02407425;-8.584781085;0.073210548;0.12166904
MLS;1;8;100;NaN;NaN;NaN;NaN;NaN;-12.54803274;-11.07243337;0.052685478;0.072458604
MLS;1;8;125;NaN;NaN;NaN;NaN;NaN;-0.765747944;-0.172365228;0.45603385;0.490079162
MLS;1;8;160;NaN;NaN;NaN;NaN;NaN;2.214536189;7.591832631;0.624786736;0.851710984
MLS;1;8;200;NaN;NaN;NaN;NaN;NaN;9.428988535;12.18863117;0.897624541;0.943027999
MLS;1;8;250;NaN;0.118820418;0.241345037;NaN;0.724035111;5.990945467;7.699826245;0.798905252;0.854824213
MLS;1;8;315;NaN;NaN;NaN;NaN;NaN;1.058030845;5.98233267;0.560605697;0.798586455
MLS;1;8;400;NaN;NaN;NaN;NaN;NaN;1.249598545;6.356380506;0.57144048;0.812084301
MLS;1;8;500;0.105677881;0.076703572;0.19989948;NaN;0.599698439;2.36122319;7.151167176;0.63267079;0.838433317
MLS;1;8;630;NaN;0.137350851;0.251049199;NaN;0.753147596;4.887609807;7.115720197;0.75499153;0.837324616
MLS;1;8;800;0.132750665;0.13139679;0.239674598;NaN;0.719023794;2.858947494;5.76300841;0.658877727;0.790340939
MLS;1;8;1000;NaN;NaN;0.234172688;NaN;0.702518064;6.443293109;8.057399928;0.8151192;0.864746417
MLS;1;8;1250;0.121389443;0.107355742;0.21929134;NaN;0.657874021;3.659098652;6.170243533;0.698999605;0.805456135
MLS;1;8;1600;0.108668616;0.108421215;0.241961582;NaN;0.725884745;2.855055937;6.395407006;0.658676301;0.813451779
MLS;1;8;2000;0.104542609;0.118085566;0.262180155;NaN;0.786540465;2.221496089;5.870952068;0.62516235;0.794429739
MLS;1;8;2500;0.099844125;0.116977013;0.255917881;NaN;0.767753643;3.559832925;6.731059269;0.694168796;0.82489693
