Method,Speaker,Microphone,Frequency in Hz,EDT in s,RT10 in s,RT20 in s,RT30 in s,RT60 in s,C50 in dB,C80 in dB,D50,D80
MLS,1,6,1250,NaN,NaN,NaN,NaN,NaN,1.40931818759696,3.80884124200398,0.580422371162863,0.706203918644856
MLS,1,6,1600,NaN,NaN,NaN,NaN,NaN,-4.74021783790137,-2.27674027701118,0.251340535258858,0.37186159067301
MLS,1,6,2000,NaN,NaN,NaN,NaN,NaN,-5.54251116274838,-1.51233389206937,0.218195994918026,0.413812253555221
MLS,1,6,2500,NaN,NaN,NaN,NaN,NaN,-3.01277993678552,-0.0246314140109819,0.333206448405782,0.498582105632751
MLS,1,6,3150,NaN,NaN,NaN,NaN,NaN,-1.83778384264175,1.15022127733488,0.395759554030564,0.565827720073182
MLS,1,6,4000,NaN,NaN,NaN,NaN,NaN,-2.67337688289182,-0.871276238211314,0.350790161561881,0.450012852130112
MLS,1,6,5000,NaN,NaN,NaN,NaN,NaN,-0.79459157146511,1.39805835916746,0.45438680281347,0.57979084077975
MLS,1,6,6300,NaN,NaN,NaN,NaN,NaN,-0.596350066989528,1.07229666482734,0.465725168965985,0.561414676149469
MLS,1,6,8000,NaN,NaN,NaN,NaN,NaN,-1.16100492280273,0.0427061197003936,0.433562383065591,0.502458342055614
MLS,1,6,10000,NaN,NaN,NaN,NaN,NaN,-3.22702881384517,-2.27027993894381,0.32233736871373,0.372209119085425
MLS,1,6,12500,NaN,NaN,NaN,NaN,NaN,-5.59631677909624,-4.61498720533322,0.216089944294619,0.256805256405023
MLS,1,6,16000,NaN,NaN,NaN,NaN,NaN,-6.63747151628424,-5.49997882678569,0.178237528766864,0.21987123225773
MLS,1,6,20000,NaN,NaN,NaN,NaN,NaN,-6.14309383547301,-4.9934914623713,0.195525316669198,0.240526730011669
MLS,1,7,50,NaN,NaN,NaN,NaN,NaN,-4.24071678187571,-1.0064387378462,0.273594537975643,0.442322623534626
